	"names"	"clusters"
"1008"	"GPC3"	13
"1009"	"GPC6"	6
"1010"	"GPD1"	12
"1011"	"GPM6B"	2
"1012"	"GPR137"	4
"1013"	"GPR157"	12
"1014"	"GPR160"	16
"1015"	"GPR161"	15
"1016"	"GPR82"	6
"1017"	"GPRASP2"	10
"1018"	"GPRC5C"	6
"1019"	"GPT2"	18
"1020"	"GPX2"	15
"1021"	"GPX3"	10
"1022"	"GPX4"	10
"1023"	"GPX7"	15
"1024"	"GPX8"	10
"1025"	"GRN"	6
"1026"	"GSDMD"	9
"1027"	"GSKIP"	16
"1028"	"GSN"	9
"1029"	"GSTA1"	8
"1030"	"GSTA2"	13
"1031"	"GSTA4"	16
"1032"	"GSTK1"	9
"1033"	"GSTM4"	16
"1034"	"GSTM5"	10
"1035"	"GSTP1"	16
"1036"	"GTF2A2"	16
"1037"	"GTF2H2"	6
"1038"	"GUCA2A"	3
"1039"	"GUCA2B"	7
"1040"	"GUCY1A3"	18
"1041"	"GUCY2C"	16
"1042"	"GUK1"	18
"1043"	"GUSB"	9
"1044"	"GYPC"	15
"1045"	"H1FX"	17
"1046"	"H2AFJ"	19
"1047"	"H2AFV"	4
"1048"	"H2AFX"	16
"1049"	"H2AFZ"	8
"1050"	"H3F3B"	15
"1051"	"HAAO"	10
"1052"	"HACD1"	15
"1053"	"HAGLR"	4
"1054"	"HAGLROS"	15
"1055"	"HAND1"	1
"1056"	"HAT1"	10
"1057"	"HBA1"	11
"1058"	"HBA2"	11
"1059"	"HBB"	11
"1060"	"HBE1"	2
"1061"	"HBG2"	11
"1062"	"HBM"	2
"1063"	"HBP1"	10
"1064"	"HBQ1"	19
"1065"	"HBZ"	1
"1066"	"HDAC5"	10
"1067"	"HEBP1"	18
"1068"	"HEBP2"	1
"1069"	"HELLS"	15
"1070"	"HELQ"	16
"1071"	"HELZ2"	1
"1072"	"HEPACAM2"	6
"1073"	"HERC2"	10
"1074"	"HERPUD1"	6
"1075"	"HES1"	6
"1076"	"HES4"	18
"1077"	"HES6"	6
"1078"	"HEXA"	9
"1079"	"HEXIM1"	10
"1080"	"HGD"	2
"1081"	"HGSNAT"	2
"1082"	"HHEX"	1
"1083"	"HHIP"	2
"1084"	"HIC1"	2
"1085"	"HID1"	18
"1086"	"HIF1A"	16
"1087"	"HIF3A"	18
"1088"	"HIPK2"	4
"1089"	"HIST1H1A"	18
"1090"	"HIST1H1C"	4
"1091"	"HIST1H1D"	19
"1092"	"HIST1H2BN"	1
"1093"	"HIST1H3H"	19
"1094"	"HIST1H4C"	5
"1095"	"HIST3H2A"	10
"1096"	"HK2"	14
"1097"	"HKDC1"	9
"1098"	"HLA_B"	16
"1099"	"HLA_C"	9
"1100"	"HLA_DPB1"	15
"1101"	"HLA_DQB1"	19
"1102"	"HLA_DRA"	1
"1103"	"HLA_DRB5"	14
"1104"	"HLA_E"	2
"1105"	"HLX"	1
"1106"	"HM13"	16
"1107"	"HMBOX1"	6
"1108"	"HMGA2"	10
"1109"	"HMGB2"	8
"1110"	"HMGCR"	15
"1111"	"HMGCS1"	15
"1112"	"HMGCS2"	6
"1113"	"HMGN2"	8
"1114"	"HMOX1"	9
"1115"	"HNF4A"	1
"1116"	"HNRNPA1L2"	15
"1117"	"HNRNPAB"	4
"1118"	"HNRNPD"	4
"1119"	"HNRNPDL"	10
"1120"	"HNRNPH1"	2
"1121"	"HNRNPR"	10
"1122"	"HNRNPU"	4
"1123"	"HOOK1"	1
"1124"	"HOOK2"	6
"1125"	"HOXA3"	16
"1126"	"HOXA5"	1
"1127"	"HOXB4"	1
"1128"	"HOXB5"	2
"1129"	"HOXB7"	14
"1130"	"HOXC6"	16
"1131"	"HOXC8"	16
"1132"	"HOXD1"	15
"1133"	"HP1BP3"	15
"1134"	"HPCAL1"	16
"1135"	"HPRT1"	8
"1136"	"HPS4"	6
"1137"	"HRH2"	2
"1138"	"HS6ST3"	2
"1139"	"HSD17B11"	18
"1140"	"HSD17B12"	16
"1141"	"HSD17B14"	9
"1142"	"HSD17B2"	6
"1143"	"HSD17B4"	10
"1144"	"HSD17B7"	10
"1145"	"HSF2"	10
"1146"	"HSPA1A"	3
"1147"	"HSPA1B"	6
"1148"	"HSPA5"	6
"1149"	"HSPA6"	6
"1150"	"HSPB1"	6
"1151"	"HTATSF1"	8
"1152"	"HTRA1"	1
"1153"	"HTRA2"	1
"1154"	"HYOU1"	9
"1155"	"IAH1"	10
"1156"	"ICAM2"	1
"1157"	"ID1"	6
"1158"	"ID2"	15
"1159"	"ID3"	6
"1160"	"ID4"	6
"1161"	"IDH1"	13
"1162"	"IDH1_AS1"	1
"1163"	"IDH3A"	15
"1164"	"IDI1"	10
"1165"	"IER2"	6
"1166"	"IER3"	19
"1167"	"IER5"	16
"1168"	"IER5L"	14
"1169"	"IFI16"	13
"1170"	"IFI27L2"	14
"1171"	"IFIT5"	10
"1172"	"IFITM1"	16
"1173"	"IFITM2"	15
"1174"	"IFITM3"	19
"1175"	"IFNGR1"	9
"1176"	"IFNGR2"	2
"1177"	"IFRD1"	6
"1178"	"IFT27"	16
"1179"	"IFT52"	16
"1180"	"IFT81"	2
"1181"	"IGDCC3"	10
"1182"	"IGF2"	3
"1183"	"IGF2BP2"	19
"1184"	"IGFBP2"	9
"1185"	"IGFBP3"	19
"1186"	"IGFBP4"	15
"1187"	"IGFBP5"	20
"1188"	"IGFBP6"	15
"1189"	"IGFBP7"	15
"1190"	"IGSF1"	6
"1191"	"IGSF8"	19
"1192"	"IGSF9"	18
"1193"	"IKBIP"	10
"1194"	"IL11RA"	1
"1195"	"IL17RE"	9
"1196"	"IL18"	18
"1197"	"IL20RA"	9
"1198"	"IL2RG"	18
"1199"	"IL32"	9
"1200"	"IL6ST"	19
"1201"	"ILVBL"	6
"1202"	"IMMP1L"	18
"1203"	"INADL"	18
"1204"	"INO80E"	16
"1205"	"INPP5K"	10
"1206"	"INSIG1"	15
"1207"	"INSM1"	6
"1208"	"INSR"	9
"1209"	"IP6K2"	16
"1210"	"IPO9"	19
"1211"	"IQGAP2"	18
"1212"	"IQGAP3"	16
"1213"	"IRF1"	2
"1214"	"IRF2BP2"	4
"1215"	"IRF8"	16
"1216"	"IRS1"	1
"1217"	"IRS2"	8
"1218"	"ISOC1"	10
"1219"	"ISYNA1"	16
"1220"	"ITGA1"	14
"1221"	"ITGAE"	8
"1222"	"ITGB1"	2
"1223"	"ITGB4"	9
"1224"	"ITM2A"	2
"1225"	"ITM2C"	6
"1226"	"ITSN1"	10
"1227"	"IYD"	9
"1228"	"JADE3"	19
"1229"	"JAG1"	18
"1230"	"JMJD4"	6
"1231"	"JMY"	10
"1232"	"JUN"	12
"1233"	"JUNB"	20
"1234"	"KANK2"	2
"1235"	"KANSL1_AS1"	1
"1236"	"KAT2A"	9
"1237"	"KAZALD1"	9
"1238"	"KCNJ13"	12
"1239"	"KCNJ8"	20
"1240"	"KCNK5"	18
"1241"	"KCNQ1OT1"	6
"1242"	"KCTD12"	6
"1243"	"KDELC1"	16
"1244"	"KDELR2"	10
"1245"	"KDELR3"	2
"1246"	"KDM4C"	6
"1247"	"KEL"	18
"1248"	"KHDRBS3"	16
"1249"	"KIAA0101"	16
"1250"	"KIAA0586"	19
"1251"	"KIAA1429"	4
"1252"	"KIAA1551"	15
"1253"	"KIF12"	9
"1254"	"KIF1BP"	10
"1255"	"KIF20B"	15
"1256"	"KIF26B"	15
"1257"	"KIF2C"	16
"1258"	"KIF5B"	10
"1259"	"KIF5C"	12
"1260"	"KIFAP3"	16
"1261"	"KIRREL"	2
"1262"	"KIT"	15
"1263"	"KITLG"	16
"1264"	"KLC1"	4
"1265"	"KLC4"	9
"1266"	"KLF2"	2
"1267"	"KLF3"	10
"1268"	"KLF4"	9
"1269"	"KLF5"	16
"1270"	"KLF6"	1
"1271"	"KLHL13"	16
"1272"	"KLHL24"	10
"1273"	"KLK1"	5
"1274"	"KMT2E"	1
"1275"	"KPNA2"	16
"1276"	"KRT18"	20
"1277"	"KRT19"	9
"1278"	"KRT20"	18
"1279"	"KRT8"	6
"1280"	"KRTCAP3"	19
"1281"	"KTN1"	15
"1282"	"L1TD1"	6
"1283"	"LACE1"	1
"1284"	"LAMA3"	6
"1285"	"LAMA4"	1
"1286"	"LAMB2"	9
"1287"	"LAMB3"	9
"1288"	"LAMC2"	12
"1289"	"LAMTOR1"	16
"1290"	"LAPTM4A"	10
"1291"	"LAPTM4B"	18
"1292"	"LARP6"	10
"1293"	"LATS2"	16
"1294"	"LBH"	18
"1295"	"LCA5"	8
"1296"	"LCN12"	9
"1297"	"LCN15"	1
"1298"	"LCT"	18
"1299"	"LDHA"	15
"1300"	"LDHD"	1
"1301"	"LDLR"	15
"1302"	"LEAP2"	18
"1303"	"LEMD2"	16
"1304"	"LETM1"	19
"1305"	"LGALS1"	11
"1306"	"LGALS14"	12
"1307"	"LGALS2"	8
"1308"	"LGALS3"	10
"1309"	"LGALS3BP"	9
"1310"	"LGALS4"	5
"1311"	"LGMN"	6
"1312"	"LGR4"	18
"1313"	"LGR5"	1
"1314"	"LIG1"	10
"1315"	"LIMA1"	2
"1316"	"LIMD1"	19
"1317"	"LIMS1"	17
"1318"	"LIN52"	10
"1319"	"LINC00116"	18
"1320"	"LINC00152"	1
"1321"	"LINC00261"	1
"1322"	"LINC00543"	18
"1323"	"LINC00665"	18
"1324"	"LINC00685"	17
"1325"	"LINC00982"	3
"1326"	"LINC01011"	1
"1327"	"LINC01082"	2
"1328"	"LINC01099"	12
"1329"	"LINC01116"	2
"1330"	"LINC01133"	18
"1331"	"LINC01207"	6
"1332"	"LINC01224"	15
"1333"	"LINC01314"	13
"1334"	"LINC01351"	16
"1335"	"LIPA"	6
"1336"	"LIPG"	15
"1337"	"LIPH"	9
"1338"	"LITAF"	1
"1339"	"LLGL1"	16
"1340"	"LMAN2"	9
"1341"	"LMAN2L"	6
"1342"	"LMCD1"	1
"1343"	"LMF1"	19
"1344"	"LMNA"	9
"1345"	"LNP1"	10
"1346"	"LOX"	12
"1347"	"LOXL1"	10
"1348"	"LOXL2"	2
"1349"	"LPAR6"	1
"1350"	"LPCAT1"	10
"1351"	"LPCAT2"	16
"1352"	"LPCAT3"	6
"1353"	"LPGAT1"	20
"1354"	"LPIN2"	4
"1355"	"LRAT"	12
"1356"	"LRBA"	9
"1357"	"LRCH1"	18
"1358"	"LRCH4"	18
"1359"	"LRG1"	12
"1360"	"LRIG2"	19
"1361"	"LRP2"	12
"1362"	"LRRC16A"	19
"1363"	"LRRC41"	19
"1364"	"LRRC61"	1
"1365"	"LSM3"	16
"1366"	"LSM5"	16
"1367"	"LSR"	16
"1368"	"LTBP4"	6
"1369"	"LUC7L3"	19
"1370"	"LUM"	19
"1371"	"LXN"	15
"1372"	"LY6E"	20
"1373"	"LY6H"	10
"1374"	"LYPD6B"	18
"1375"	"LYPLA2"	1
"1376"	"LYZ"	3
"1377"	"LZTS2"	16
"1378"	"M6PR"	2
"1379"	"MAB21L2"	19
"1380"	"MACC1"	15
"1381"	"MAD2L1"	4
"1382"	"MAF"	18
"1383"	"MAFF"	15
"1384"	"MAGED1"	16
"1385"	"MAGED2"	20
"1386"	"MAGEF1"	16
"1387"	"MAGOH"	16
"1388"	"MAGOHB"	4
"1389"	"MAL2"	16
"1390"	"MALAT1"	6
"1391"	"MALL"	9
"1392"	"MALRD1"	15
"1393"	"MAMDC4"	18
"1394"	"MAML2"	10
"1395"	"MAN1A1"	6
"1396"	"MAOA"	14
"1397"	"MAP1A"	16
"1398"	"MAP1B"	16
"1399"	"MAP1LC3B"	2
"1400"	"MAP3K13"	14
"1401"	"MAP4K2"	1
"1402"	"MAP4K4"	15
"1403"	"MAP4K5"	2
"1404"	"MAP7"	14
"1405"	"MAP7D1"	10
"1406"	"MAP7D2"	2
"1407"	"MAP7D3"	19
"1408"	"MARCH6"	19
"1409"	"MARCKS"	4
"1410"	"MAT2B"	1
"1411"	"MAVS"	10
"1412"	"MB21D2"	1
"1413"	"MBOAT2"	6
"1414"	"MBTPS1"	10
"1415"	"MCC"	10
"1416"	"MCL1"	19
"1417"	"MCMBP"	2
"1418"	"MCRS1"	9
"1419"	"MDFI"	15
"1420"	"MDFIC"	10
"1421"	"MDM4"	6
"1422"	"MEAF6"	16
"1423"	"MED7"	16
"1424"	"MEF2C"	15
"1425"	"MEG3"	13
"1426"	"MEIS2"	3
"1427"	"MEP1A"	9
"1428"	"MEST"	10
"1429"	"MET"	18
"1430"	"METAP1D"	10
"1431"	"METRNL"	18
"1432"	"METTL12"	6
"1433"	"METTL7A"	9
"1434"	"MEX3A"	1
"1435"	"MFAP4"	18
"1436"	"MFGE8"	15
"1437"	"MFSD10"	10
"1438"	"MGAT2"	9
"1439"	"MGP"	2
"1440"	"MGST1"	1
"1441"	"MGST2"	18
"1442"	"MGST3"	9
"1443"	"MIA3"	10
"1444"	"MIB2"	1
"1445"	"MICAL1"	12
"1446"	"MID1"	15
"1447"	"MIF"	11
"1448"	"MIPEP"	1
"1449"	"MIR210HG"	16
"1450"	"MIR4458HG"	16
"1451"	"MISP"	18
"1452"	"MKI67"	15
"1453"	"MKRN2"	6
"1454"	"MLEC"	10
"1455"	"MLLT11"	14
"1456"	"MLLT4"	16
"1457"	"MLLT4_AS1"	16
"1458"	"MLN"	6
"1459"	"MMAB"	10
"1460"	"MMD"	16
"1461"	"MMP16"	15
"1462"	"MMP2"	2
"1463"	"MND1"	4
"1464"	"MOCS1"	12
"1465"	"MORC2_AS1"	9
"1466"	"MORF4L2"	16
"1467"	"MPC2"	15
"1468"	"MPDU1"	9
"1469"	"MPDZ"	14
"1470"	"MPHOSPH6"	16
"1471"	"MPP1"	18
"1472"	"MPP6"	13
"1473"	"MPPED2"	2
"1474"	"MPV17"	16
"1475"	"MPZL1"	20
"1476"	"MPZL2"	6
"1477"	"MROH8"	9
"1478"	"MRPL13"	16
"1479"	"MRPL2"	16
"1480"	"MRPL23"	16
"1481"	"MRPL37"	16
"1482"	"MRPL50"	10
"1483"	"MRPS10"	16
"1484"	"MRPS26"	16
"1485"	"MRPS28"	16
"1486"	"MRPS6"	4
"1487"	"MS4A8"	3
"1488"	"MSH6"	17
"1489"	"MSLN"	9
"1490"	"MSMO1"	17
"1491"	"MSRB1"	9
"1492"	"MSRB3"	2
"1493"	"MST1"	9
"1494"	"MSX2"	2
"1495"	"MT1E"	6
"1496"	"MT1F"	6
"1497"	"MT1G"	3
"1498"	"MT1H"	3
"1499"	"MT1X"	6
"1500"	"MT2A"	6
"1501"	"MTA1"	1
"1502"	"MTA2"	18
"1503"	"MTERF3"	16
"1504"	"MTPN"	4
"1505"	"MTRNR2L1"	18
"1506"	"MTRNR2L12"	6
"1507"	"MTRNR2L8"	18
"1508"	"MTTP"	9
"1509"	"MTUS1"	4
"1510"	"MTX2"	16
"1511"	"MT_ATP6"	9
"1512"	"MT_CO1"	9
"1513"	"MT_CO2"	20
"1514"	"MT_CO3"	6
"1515"	"MT_CYB"	20
"1516"	"MT_ND1"	6
"1517"	"MT_ND2"	6
"1518"	"MT_ND3"	3
"1519"	"MT_ND4"	20
"1520"	"MT_ND4L"	6
"1521"	"MT_ND5"	6
"1522"	"MT_ND6"	20
"1523"	"MUC13"	7
"1524"	"MUC3A"	18
"1525"	"MUL1"	16
"1526"	"MUM1"	2
"1527"	"MUM1L1"	10
"1528"	"MVB12B"	4
"1529"	"MVP"	9
"1530"	"MXD3"	16
"1531"	"MXI1"	4
"1532"	"MYADM"	2
"1533"	"MYC"	19
"1534"	"MYEF2"	2
"1535"	"MYEOV2"	18
"1536"	"MYH11"	14
"1537"	"MYH4"	18
"1538"	"MYL12B"	16
"1539"	"MYL3"	12
"1540"	"MYL6"	4
"1541"	"MYL6B"	4
"1542"	"MYL9"	15
"1543"	"MYLIP"	10
"1544"	"MYLK"	15
"1545"	"MYO6"	10
"1546"	"MYO9A"	14
"1547"	"MYOM1"	9
"1548"	"N4BP2L2"	6
"1549"	"N6AMT2"	1
"1550"	"NAB1"	10
"1551"	"NABP1"	8
"1552"	"NAE1"	16
"1553"	"NAGPA"	9
"1554"	"NAGS"	1
"1555"	"NANS"	16
"1556"	"NAP1L1"	17
"1557"	"NAPRT"	9
"1558"	"NASP"	10
"1559"	"NBEAL1"	6
"1560"	"NBL1"	8
"1561"	"NBPF9"	14
"1562"	"NCAPG"	10
"1563"	"NCL"	19
"1564"	"NCLN"	1
"1565"	"NCOA2"	1
"1566"	"NCSTN"	16
"1567"	"NDC80"	4
"1568"	"NDFIP2"	9
"1569"	"NDN"	10
"1570"	"NDNF"	13
"1571"	"NDRG1"	2
"1572"	"NDUFA1"	18
"1573"	"NDUFA11"	18
"1574"	"NDUFA13"	18
"1575"	"NDUFA3"	18
"1576"	"NDUFA6"	18
"1577"	"NDUFAF4"	16
"1578"	"NDUFB1"	6
"1579"	"NDUFC1"	16
"1580"	"NEAT1"	6
"1581"	"NEDD4L"	15
"1582"	"NEDD9"	15
"1583"	"NEFM"	19
"1584"	"NEK2"	15
"1585"	"NEK6"	10
"1586"	"NEK9"	6
"1587"	"NELFCD"	10
"1588"	"NENF"	15
"1589"	"NEO1"	9
"1590"	"NEU1"	8
"1591"	"NEU4"	15
"1592"	"NEURL1B"	16
"1593"	"NEURL3"	2
"1594"	"NEUROD1"	6
"1595"	"NFAT5"	2
"1596"	"NFATC3"	10
"1597"	"NFIA"	18
"1598"	"NFKBIA"	19
"1599"	"NFKBIZ"	10
"1600"	"NGFRAP1"	15
"1601"	"NHLRC3"	20
"1602"	"NHSL1"	2
"1603"	"NHSL2"	16
"1604"	"NID1"	15
"1605"	"NIFK_AS1"	14
"1606"	"NINJ1"	16
"1607"	"NINL"	10
"1608"	"NIPA2"	10
"1609"	"NIPSNAP1"	16
"1610"	"NKAIN4"	2
"1611"	"NKX2_2"	6
"1612"	"NKX2_3"	2
"1613"	"NLGN4X"	19
"1614"	"NLRP1"	1
"1615"	"NME4"	15
"1616"	"NNAT"	12
"1617"	"NOLC1"	16
"1618"	"NOS3"	1
"1619"	"NOVA1"	1
"1620"	"NOXA1"	12
"1621"	"NPDC1"	1
"1622"	"NPHP3"	16
"1623"	"NPIPB5"	19
"1624"	"NPNT"	15
"1625"	"NPW"	9
"1626"	"NQO1"	18
"1627"	"NR0B2"	3
"1628"	"NR2F1"	9
"1629"	"NR6A1"	6
"1630"	"NRBP1"	16
"1631"	"NRP2"	20
"1632"	"NRSN2"	4
"1633"	"NRXN3"	10
"1634"	"NSA2"	8
"1635"	"NSG1"	19
"1636"	"NSMCE3"	16
"1637"	"NSRP1"	2
"1638"	"NSUN6"	9
"1639"	"NT5DC2"	4
"1640"	"NTF3"	6
"1641"	"NTN4"	15
"1642"	"NTPCR"	15
"1643"	"NUAK2"	15
"1644"	"NUCB1"	10
"1645"	"NUCKS1"	4
"1646"	"NUDT14"	10
"1647"	"NUDT4"	20
"1648"	"NUDT8"	16
"1649"	"NUP210"	14
"1650"	"NUPR2"	15
"1651"	"NUSAP1"	16
"1652"	"NUTF2"	16
"1653"	"NXN"	4
"1654"	"OAS1"	9
"1655"	"OAT"	6
"1656"	"OAZ2"	16
"1657"	"OBSCN"	18
"1658"	"OBSL1"	16
"1659"	"OCIAD2"	10
"1660"	"OGN"	2
"1661"	"OLFML3"	17
"1662"	"ONECUT2"	3
"1663"	"OPHN1"	19
"1664"	"OPN3"	4
"1665"	"ORAI1"	18
"1666"	"ORMDL3"	1
"1667"	"OS9"	9
"1668"	"OSBPL1A"	15
"1669"	"OSBPL8"	14
"1670"	"OSER1_AS1"	16
"1671"	"OSGEP"	16
"1672"	"OSR2"	13
"1673"	"OST4"	18
"1674"	"OSTC"	16
"1675"	"OSTM1"	9
"1676"	"OTC"	18
"1677"	"OTOP3"	1
"1678"	"OTUD7B"	2
"1679"	"OXCT1"	15
"1680"	"P2RY1"	15
"1681"	"P3H1"	9
"1682"	"P3H3"	15
"1683"	"P4HA1"	15
"1684"	"P4HB"	10
"1685"	"PAAF1"	10
"1686"	"PABPC4L"	12
"1687"	"PADI2"	12
"1688"	"PAG1"	18
"1689"	"PAH"	19
"1690"	"PAIP2"	16
"1691"	"PAK4"	10
"1692"	"PAK7"	18
"1693"	"PAM"	6
"1694"	"PAPSS2"	12
"1695"	"PAQR7"	9
"1696"	"PAQR8"	12
"1697"	"PARM1"	17
"1698"	"PAX8"	16
"1699"	"PAXIP1_AS1"	16
"1700"	"PBK"	4
"1701"	"PBLD"	18
"1702"	"PBX1"	10
"1703"	"PBXIP1"	2
"1704"	"PCAT14"	17
"1705"	"PCBD1"	4
"1706"	"PCBP4"	18
"1707"	"PCCB"	16
"1708"	"PCF11"	14
"1709"	"PCGF1"	9
"1710"	"PCK1"	9
"1711"	"PCK2"	9
"1712"	"PCMT1"	9
"1713"	"PCMTD2"	16
"1714"	"PCNA"	16
"1715"	"PCOLCE"	2
"1716"	"PCP4"	16
"1717"	"PCSK1N"	18
"1718"	"PCSK9"	15
"1719"	"PCTP"	16
"1720"	"PCYT2"	16
"1721"	"PDE11A"	18
"1722"	"PDE9A"	16
"1723"	"PDGFC"	15
"1724"	"PDGFRA"	10
"1725"	"PDIA3"	6
"1726"	"PDIA4"	9
"1727"	"PDIA5"	16
"1728"	"PDIA6"	6
"1729"	"PDLIM2"	2
"1730"	"PDLIM4"	12
"1731"	"PDLIM5"	9
"1732"	"PDLIM7"	15
"1733"	"PDP1"	15
"1734"	"PDX1"	3
"1735"	"PDXK"	10
"1736"	"PDZD7"	12
"1737"	"PDZD8"	15
"1738"	"PDZK1"	18
"1739"	"PDZRN3"	18
"1740"	"PECR"	18
"1741"	"PEG10"	13
"1742"	"PEG3"	4
"1743"	"PEPD"	9
"1744"	"PERP"	9
"1745"	"PET100"	18
"1746"	"PET117"	4
"1747"	"PEX10"	19
"1748"	"PEX11B"	2
"1749"	"PEX26"	1
"1750"	"PFKFB4"	2
"1751"	"PFKP"	15
"1752"	"PGAM2"	1
"1753"	"PGAP1"	6
"1754"	"PGK1"	16
"1755"	"PGRMC1"	10
"1756"	"PHAX"	19
"1757"	"PHC2"	1
"1758"	"PHF1"	16
"1759"	"PHF3"	10
"1760"	"PHF6"	4
"1761"	"PHGDH"	9
"1762"	"PHGR1"	12
"1763"	"PHKA2"	9
"1764"	"PHKG1"	2
"1765"	"PHKG2"	10
"1766"	"PHLDA1"	6
"1767"	"PHLDA2"	6
"1768"	"PHLDB2"	15
"1769"	"PHTF1"	16
"1770"	"PHYHIPL"	16
"1771"	"PIEZO2"	13
"1772"	"PIF1"	2
"1773"	"PIGK"	1
"1774"	"PIGL"	10
"1775"	"PIGQ"	2
"1776"	"PIK3R1"	13
"1777"	"PIM1"	18
"1778"	"PITPNB"	16
"1779"	"PITX1"	6
"1780"	"PITX2"	15
"1781"	"PKD1"	16
"1782"	"PKD2"	4
"1783"	"PKIB"	1
"1784"	"PKM"	16
"1785"	"PKN3"	6
"1786"	"PKP3"	9
"1787"	"PLA2G16"	15
"1788"	"PLA2G1B"	10
"1789"	"PLA2G2A"	13
"1790"	"PLAC8"	18
"1791"	"PLAG1"	2
"1792"	"PLAT"	15
"1793"	"PLBD1"	10
"1794"	"PLCG1"	18
"1795"	"PLCXD3"	15
"1796"	"PLD1"	3
"1797"	"PLD3"	9
"1798"	"PLEK2"	1
"1799"	"PLEKHA5"	18
"1800"	"PLEKHO1"	4
"1801"	"PLIN2"	18
"1802"	"PLIN3"	9
"1803"	"PLK2"	20
"1804"	"PLK3"	14
"1805"	"PLLP"	9
"1806"	"PLOD2"	2
"1807"	"PLPPR1"	10
"1808"	"PLTP"	15
"1809"	"PLVAP"	2
"1810"	"PLXNB1"	16
"1811"	"PM20D2"	19
"1812"	"PMAIP1"	16
"1813"	"PMF1"	16
"1814"	"PMP22"	10
"1815"	"PNCK"	6
"1816"	"PNISR"	6
"1817"	"PNMA6A"	2
"1818"	"PNMT"	6
"1819"	"PNN"	10
"1820"	"PNP"	6
"1821"	"PNPLA2"	16
"1822"	"POGK"	10
"1823"	"POLDIP3"	10
"1824"	"POLE2"	4
"1825"	"POLE4"	15
"1826"	"POLR1D"	1
"1827"	"POLR2J3"	2
"1828"	"POLR2L"	18
"1829"	"POLRMT"	10
"1830"	"POMC"	20
"1831"	"POMP"	2
"1832"	"PON2"	9
"1833"	"POSTN"	1
"1834"	"PP7080"	16
"1835"	"PPA1"	1
"1836"	"PPA2"	16
"1837"	"PPARG"	18
"1838"	"PPDPF"	8
"1839"	"PPIC"	17
"1840"	"PPIE"	16
"1841"	"PPIH"	16
"1842"	"PPM1B"	6
"1843"	"PPOX"	16
"1844"	"PPP1CB"	8
"1845"	"PPP1R13B"	16
"1846"	"PPP1R15A"	10
"1847"	"PPP1R2"	15
"1848"	"PPP1R37"	14
"1849"	"PPP1R3C"	7
"1850"	"PPP3CA"	2
"1851"	"PPP3CC"	6
"1852"	"PPP5C"	16
"1853"	"PPT1"	10
"1854"	"PRAP1"	6
"1855"	"PRDM1"	15
"1856"	"PRDM16"	18
"1857"	"PRDM5"	10
"1858"	"PRDX1"	16
"1859"	"PRDX2"	10
"1860"	"PRDX3"	16
"1861"	"PRDX4"	10
"1862"	"PRDX6"	16
"1863"	"PRELID2"	15
"1864"	"PREP"	18
"1865"	"PRKAR1A"	1
"1866"	"PRKCA"	18
"1867"	"PRKCDBP"	19
"1868"	"PRKCZ"	9
"1869"	"PRKDC"	2
"1870"	"PRKRA"	16
"1871"	"PRMT5"	1
"1872"	"PRMT9"	18
"1873"	"PRNP"	15
"1874"	"PROCR"	2
"1875"	"PROS1"	2
"1876"	"PROX1"	6
"1877"	"PRPF31"	1
"1878"	"PRPS1"	18
"1879"	"PRR15L"	6
"1880"	"PRR4"	9
"1881"	"PRR5"	9
"1882"	"PRR5L"	12
"1883"	"PRRC2B"	16
"1884"	"PRSS16"	16
"1885"	"PRSS23"	13
"1886"	"PRSS3"	13
"1887"	"PRSS35"	20
"1888"	"PRSS8"	9
"1889"	"PRTG"	4
"1890"	"PSAP"	6
"1891"	"PSD"	1
"1892"	"PSIP1"	15
"1893"	"PSMA2"	1
"1894"	"PSMC2"	16
"1895"	"PSMC3"	10
"1896"	"PSMD10"	1
"1897"	"PSMD2"	10
"1898"	"PSMD6"	16
"1899"	"PSME2"	1
"1900"	"PSMG1"	10
"1901"	"PSPH"	10
"1902"	"PTAR1"	2
"1903"	"PTCD1"	16
"1904"	"PTCH1"	10
"1905"	"PTGES2"	16
"1906"	"PTK7"	10
"1907"	"PTMS"	15
"1908"	"PTN"	15
"1909"	"PTP4A1"	10
"1910"	"PTP4A3"	10
"1911"	"PTPMT1"	8
"1912"	"PTPN13"	8
"1913"	"PTPN18"	16
"1914"	"PTPN4"	2
"1915"	"PTPRA"	16
"1916"	"PTPRF"	6
"1917"	"PTPRH"	12
"1918"	"PTPRS"	2
"1919"	"PTRF"	16
"1920"	"PTRH1"	1
"1921"	"PTTG1"	16
"1922"	"PTTG1IP"	19
"1923"	"PUF60"	16
"1924"	"PVR"	15
"1925"	"PVRL2"	9
"1926"	"PWP1"	4
"1927"	"PXDN"	15
"1928"	"PYCARD"	6
"1929"	"PYGL"	15
"1930"	"PYURF"	10
"1931"	"PYY"	12
"1932"	"QPCT"	8
"1933"	"QSER1"	10
"1934"	"R3HDM1"	4
"1935"	"R3HDM2"	19
"1936"	"RAB11FIP1"	4
"1937"	"RAB17"	9
"1938"	"RAB21"	19
"1939"	"RAB23"	16
"1940"	"RAB26"	1
"1941"	"RAB27A"	6
"1942"	"RAB27B"	18
"1943"	"RAB28"	16
"1944"	"RAB29"	12
"1945"	"RAB32"	10
"1946"	"RAB34"	19
"1947"	"RAB38"	10
"1948"	"RAB3B"	4
"1949"	"RAB3C"	1
