	"names"	"clusters"
"1006"	"MAP6"	2
"1007"	"MAPK10"	2
"1008"	"MAPT"	3
"1009"	"MARCKS"	9
"1010"	"MARK1"	7
"1011"	"MATN2"	7
"1012"	"MBNL1_AS1"	2
"1013"	"MBP"	11
"1014"	"MBTPS1"	14
"1015"	"MCAM"	2
"1016"	"MCC"	14
"1017"	"MCM2"	20
"1018"	"MCM4"	11
"1019"	"MDFI"	11
"1020"	"MDH1"	16
"1021"	"MDK"	20
"1022"	"MDM1"	1
"1023"	"MED24"	13
"1024"	"MED27"	7
"1025"	"MEF2C"	3
"1026"	"MEG3"	7
"1027"	"MEIS1"	7
"1028"	"MEIS2"	7
"1029"	"MEIS3"	2
"1030"	"MEST"	8
"1031"	"METRN"	3
"1032"	"METTL12"	20
"1033"	"METTL5"	1
"1034"	"MFAP2"	20
"1035"	"MFAP4"	11
"1036"	"MFGE8"	20
"1037"	"MGP"	17
"1038"	"MGST1"	18
"1039"	"MGST2"	1
"1040"	"MGST3"	2
"1041"	"MIAT"	1
"1042"	"MID1"	13
"1043"	"MIF"	20
"1044"	"MINOS1"	10
"1045"	"MIR503HG"	12
"1046"	"MISP"	1
"1047"	"MKI67"	16
"1048"	"MKNK2"	7
"1049"	"MKRN1"	7
"1050"	"MLF1"	2
"1051"	"MLLT1"	3
"1052"	"MLLT10"	7
"1053"	"MLLT11"	16
"1054"	"MLLT3"	9
"1055"	"MLLT4"	1
"1056"	"MLN"	2
"1057"	"MMAB"	13
"1058"	"MMP11"	5
"1059"	"MMP14"	20
"1060"	"MMP2"	11
"1061"	"MMP23B"	13
"1062"	"MMP24_AS1"	2
"1063"	"MN1"	3
"1064"	"MND1"	3
"1065"	"MOAP1"	1
"1066"	"MOXD1"	3
"1067"	"MPDZ"	7
"1068"	"MPPED2"	1
"1069"	"MPST"	18
"1070"	"MRAS"	2
"1071"	"MRC2"	20
"1072"	"MRGPRF"	2
"1073"	"MRPL13"	3
"1074"	"MRPS6"	1
"1075"	"MSH6"	20
"1076"	"MSI2"	7
"1077"	"MSLN"	17
"1078"	"MSRB3"	2
"1079"	"MT1E"	3
"1080"	"MT1F"	1
"1081"	"MT1G"	17
"1082"	"MT1H"	3
"1083"	"MT1X"	3
"1084"	"MT2A"	16
"1085"	"MTCL1"	2
"1086"	"MTFP1"	14
"1087"	"MTMR2"	2
"1088"	"MTUS1"	10
"1089"	"MT_ATP6"	16
"1090"	"MT_CO1"	2
"1091"	"MT_CO2"	2
"1092"	"MT_CO3"	16
"1093"	"MT_CYB"	2
"1094"	"MT_ND1"	16
"1095"	"MT_ND2"	16
"1096"	"MT_ND3"	5
"1097"	"MT_ND4"	2
"1098"	"MT_ND4L"	12
"1099"	"MT_ND5"	16
"1100"	"MT_ND6"	1
"1101"	"MUC12"	5
"1102"	"MVP"	7
"1103"	"MXD3"	3
"1104"	"MXRA5"	20
"1105"	"MXRA7"	2
"1106"	"MXRA8"	20
"1107"	"MYADM"	2
"1108"	"MYC"	7
"1109"	"MYCBP"	12
"1110"	"MYEF2"	3
"1111"	"MYEOV2"	5
"1112"	"MYH11"	15
"1113"	"MYH9"	3
"1114"	"MYL6"	2
"1115"	"MYL9"	15
"1116"	"MYLK"	6
"1117"	"MYO1B"	20
"1118"	"MYO3B"	5
"1119"	"MYOCD"	16
"1120"	"N4BP2L1"	13
"1121"	"N4BP2L2"	9
"1122"	"NAALAD2"	20
"1123"	"NACA2"	20
"1124"	"NAP1L3"	7
"1125"	"NAV1"	5
"1126"	"NAV2"	16
"1127"	"NBEA"	1
"1128"	"NBEAL1"	20
"1129"	"NBL1"	5
"1130"	"NCALD"	7
"1131"	"NCAM1"	2
"1132"	"NCBP3"	9
"1133"	"NCKAP5"	5
"1134"	"NCKAP5L"	5
"1135"	"NCOA7"	16
"1136"	"NCS1"	2
"1137"	"NDC80"	1
"1138"	"NDFIP2"	12
"1139"	"NDNF"	20
"1140"	"NDRG1"	1
"1141"	"NDRG2"	7
"1142"	"NDUFA1"	5
"1143"	"NDUFA4"	20
"1144"	"NDUFAF4"	5
"1145"	"NDUFB1"	5
"1146"	"NDUFB3"	2
"1147"	"NDUFB6"	5
"1148"	"NECAP1"	9
"1149"	"NEDD9"	5
"1150"	"NEFL"	17
"1151"	"NEFM"	3
"1152"	"NEGR1"	16
"1153"	"NEK2"	2
"1154"	"NEK9"	12
"1155"	"NELL2"	7
"1156"	"NES"	7
"1157"	"NET1"	1
"1158"	"NEU1"	12
"1159"	"NEXN"	2
"1160"	"NFATC3"	7
"1161"	"NFE2L2"	20
"1162"	"NFIA"	11
"1163"	"NFIC"	13
"1164"	"NFKBIA"	7
"1165"	"NID1"	20
"1166"	"NID2"	7
"1167"	"NIFK_AS1"	7
"1168"	"NIPSNAP1"	7
"1169"	"NKX2_3"	11
"1170"	"NKX3_2"	5
"1171"	"NLRP1"	2
"1172"	"NMI"	12
"1173"	"NNAT"	17
"1174"	"NOG"	2
"1175"	"NOL4L"	1
"1176"	"NOP10"	5
"1177"	"NOTCH1"	1
"1178"	"NOVA1"	5
"1179"	"NPC2"	1
"1180"	"NPDC1"	3
"1181"	"NPNT"	1
"1182"	"NPR3"	20
"1183"	"NPY"	5
"1184"	"NR1H4"	5
"1185"	"NR2F1"	5
"1186"	"NR2F1_AS1"	20
"1187"	"NR2F2"	20
"1188"	"NR4A1"	16
"1189"	"NR4A2"	3
"1190"	"NRBP1"	5
"1191"	"NREP"	20
"1192"	"NRG1"	2
"1193"	"NRM"	9
"1194"	"NRP1"	9
"1195"	"NRP2"	3
"1196"	"NRTN"	12
"1197"	"NRXN1"	1
"1198"	"NRXN2"	1
"1199"	"NRXN3"	2
"1200"	"NSG1"	19
"1201"	"NSMCE3"	12
"1202"	"NSRP1"	12
"1203"	"NTAN1"	2
"1204"	"NTHL1"	20
"1205"	"NTM"	2
"1206"	"NTN1"	16
"1207"	"NUCB1"	3
"1208"	"NUCKS1"	13
"1209"	"NUDT4"	7
"1210"	"NUDT9"	7
"1211"	"NUF2"	16
"1212"	"NUPR1"	14
"1213"	"NUSAP1"	2
"1214"	"NUTF2"	5
"1215"	"NUTM2A_AS1"	5
"1216"	"NXPE3"	5
"1217"	"NXT1"	7
"1218"	"OAF"	11
"1219"	"OCIAD2"	3
"1220"	"ODF2"	13
"1221"	"OGG1"	5
"1222"	"OGN"	11
"1223"	"OLFM1"	2
"1224"	"OLFML1"	20
"1225"	"OLFML2A"	16
"1226"	"OLFML2B"	6
"1227"	"OLFML3"	11
"1228"	"ONECUT2"	16
"1229"	"OSR1"	9
"1230"	"OSR2"	9
"1231"	"OST4"	5
"1232"	"OVOS2"	11
"1233"	"OXA1L"	5
"1234"	"P3H1"	5
"1235"	"P3H2"	1
"1236"	"P4HTM"	1
"1237"	"PAG1"	14
"1238"	"PAIP2"	19
"1239"	"PAK1"	13
"1240"	"PALLD"	16
"1241"	"PAM"	5
"1242"	"PAPOLA"	7
"1243"	"PARP1"	7
"1244"	"PARVA"	2
"1245"	"PAWR"	3
"1246"	"PCBD1"	3
"1247"	"PCDH17"	13
"1248"	"PCDH18"	20
"1249"	"PCDH7"	1
"1250"	"PCDH9"	20
"1251"	"PCLO"	1
"1252"	"PCNA"	9
"1253"	"PCOLCE"	11
"1254"	"PCP4"	16
"1255"	"PCSK1N"	6
"1256"	"PCSK7"	2
"1257"	"PDE11A"	20
"1258"	"PDE1A"	20
"1259"	"PDE5A"	20
"1260"	"PDE9A"	2
"1261"	"PDGFC"	16
"1262"	"PDGFD"	5
"1263"	"PDGFRA"	11
"1264"	"PDGFRB"	11
"1265"	"PDHB"	12
"1266"	"PDLIM1"	11
"1267"	"PDLIM2"	20
"1268"	"PDLIM3"	15
"1269"	"PDLIM5"	16
"1270"	"PDLIM7"	2
"1271"	"PDS5B"	7
"1272"	"PDZRN4"	5
"1273"	"PEAR1"	11
"1274"	"PEF1"	1
"1275"	"PEG10"	8
"1276"	"PEG3"	7
"1277"	"PELI1"	20
"1278"	"PENK"	6
"1279"	"PEPD"	16
"1280"	"PERP"	1
"1281"	"PES1"	7
"1282"	"PET100"	5
"1283"	"PFKM"	9
"1284"	"PFN1"	2
"1285"	"PGAP1"	12
"1286"	"PGM2"	3
"1287"	"PGM2L1"	3
"1288"	"PGM5"	2
"1289"	"PGM5_AS1_1"	15
"1290"	"PGRMC1"	1
"1291"	"PHF1"	5
"1292"	"PHF20"	13
"1293"	"PHF3"	7
"1294"	"PHGDH"	7
"1295"	"PHGR1"	1
"1296"	"PHLDA1"	11
"1297"	"PHLDA3"	15
"1298"	"PHLDB1"	20
"1299"	"PHOX2A"	1
"1300"	"PHOX2B"	3
"1301"	"PHTF2"	13
"1302"	"PIBF1"	20
"1303"	"PIEZO2"	12
"1304"	"PIGH"	14
"1305"	"PIK3C2B"	3
"1306"	"PITX1"	5
"1307"	"PITX2"	7
"1308"	"PJA1"	20
"1309"	"PKD1"	5
"1310"	"PKDCC"	5
"1311"	"PKN2"	20
"1312"	"PKP2"	7
"1313"	"PLA2G16"	12
"1314"	"PLA2G2A"	7
"1315"	"PLA2G4A"	13
"1316"	"PLAC9"	7
"1317"	"PLAG1"	12
"1318"	"PLAGL1"	20
"1319"	"PLAT"	6
"1320"	"PLAUR"	14
"1321"	"PLCE1"	7
"1322"	"PLCG2"	2
"1323"	"PLEKHA5"	14
"1324"	"PLEKHH2"	11
"1325"	"PLEKHO1"	2
"1326"	"PLK1"	2
"1327"	"PLK2"	5
"1328"	"PLOD3"	12
"1329"	"PLP1"	7
"1330"	"PLP2"	16
"1331"	"PLPP1"	5
"1332"	"PLPPR2"	5
"1333"	"PLSCR1"	5
"1334"	"PLTP"	20
"1335"	"PLXDC2"	20
"1336"	"PLXNA2"	1
"1337"	"PMEPA1"	5
"1338"	"PMP22"	6
"1339"	"PNCK"	1
"1340"	"PNISR"	7
"1341"	"PNMA1"	2
"1342"	"PNN"	9
"1343"	"PODXL"	1
"1344"	"PODXL2"	1
"1345"	"POLR2L"	10
"1346"	"PON2"	16
"1347"	"POPDC2"	2
"1348"	"POSTN"	17
"1349"	"POU6F2"	12
"1350"	"PP7080"	7
"1351"	"PPDPF"	5
"1352"	"PPFIA2"	13
"1353"	"PPIF"	7
"1354"	"PPM1F"	12
"1355"	"PPM1M"	5
"1356"	"PPP1CA"	12
"1357"	"PPP1R12B"	15
"1358"	"PPP1R14A"	10
"1359"	"PPP1R14B"	2
"1360"	"PPP1R1A"	2
"1361"	"PPP2R2B"	16
"1362"	"PPP3CA"	9
"1363"	"PQLC3"	20
"1364"	"PRC1"	2
"1365"	"PREX2"	5
"1366"	"PRICKLE1"	7
"1367"	"PRKAA1"	7
"1368"	"PRKACB"	3
"1369"	"PRKAR1A"	9
"1370"	"PRKAR1B"	7
"1371"	"PRKAR2B"	10
"1372"	"PRKCDBP"	5
"1373"	"PRKCE"	1
"1374"	"PRKG1"	7
"1375"	"PRL"	2
"1376"	"PRMT2"	3
"1377"	"PROCR"	2
"1378"	"PRPH"	6
"1379"	"PRRC2B"	5
"1380"	"PRSS23"	2
"1381"	"PRSS3"	1
"1382"	"PRSS35"	1
"1383"	"PRUNE2"	15
"1384"	"PSD"	2
"1385"	"PSMA2"	5
"1386"	"PSMB10"	7
"1387"	"PSMD10"	5
"1388"	"PSMD9"	5
"1389"	"PSRC1"	2
"1390"	"PTCH1"	20
"1391"	"PTGER3"	7
"1392"	"PTGES3L"	2
"1393"	"PTK2"	7
"1394"	"PTK7"	20
"1395"	"PTN"	8
"1396"	"PTPRE"	5
"1397"	"PTPRF"	3
"1398"	"PTPRK"	12
"1399"	"PTPRN2"	12
"1400"	"PTPRZ1"	1
"1401"	"PTRF"	7
"1402"	"PTTG1"	3
"1403"	"PTX3"	20
"1404"	"PUS3"	2
"1405"	"PVRL2"	7
"1406"	"PXDN"	5
"1407"	"PXN"	12
"1408"	"QPRT"	20
"1409"	"QSOX1"	11
"1410"	"RAB11FIP1"	1
"1411"	"RAB14"	12
"1412"	"RAB27B"	20
"1413"	"RAB34"	20
"1414"	"RAB38"	7
"1415"	"RAB3A"	16
"1416"	"RAB3B"	3
"1417"	"RAB3GAP1"	20
"1418"	"RAB3IP"	2
"1419"	"RAB6B"	1
"1420"	"RABEPK"	20
"1421"	"RABGAP1L"	1
"1422"	"RAC3"	1
"1423"	"RAI1"	12
"1424"	"RAI2"	20
"1425"	"RAMP1"	7
"1426"	"RAMP2"	20
"1427"	"RANBP6"	7
"1428"	"RAP1B"	2
"1429"	"RARA"	12
"1430"	"RARRES2"	20
"1431"	"RARRES3"	12
"1432"	"RASGEF1B"	7
"1433"	"RASSF3"	15
"1434"	"RASSF7"	1
"1435"	"RB1CC1"	7
"1436"	"RBBP5"	5
"1437"	"RBM10"	7
"1438"	"RBM20"	12
"1439"	"RBP2"	17
"1440"	"RCAN1"	5
"1441"	"RCN1"	9
"1442"	"RCN3"	9
"1443"	"RDH10"	16
"1444"	"RDX"	12
"1445"	"REC8"	1
"1446"	"REEP1"	3
"1447"	"REEP2"	16
"1448"	"REEP6"	1
"1449"	"REG4"	1
"1450"	"RERG"	20
"1451"	"REV3L"	1
"1452"	"RGL1"	5
"1453"	"RGS1"	15
"1454"	"RGS10"	11
"1455"	"RGS16"	2
"1456"	"RGS2"	15
"1457"	"RGS3"	7
"1458"	"RGS5"	15
"1459"	"RHBDF1"	20
"1460"	"RHOB"	15
"1461"	"RHOJ"	2
"1462"	"RIC3"	1
"1463"	"RIMKLB"	7
"1464"	"RIMS1"	16
"1465"	"RIN2"	20
"1466"	"RING1"	12
"1467"	"RIOK3"	12
"1468"	"RNASET2"	7
"1469"	"RND3"	7
"1470"	"RNF150"	1
"1471"	"RNF168"	9
"1472"	"RNF187"	5
"1473"	"RNF207"	1
"1474"	"RNF38"	3
"1475"	"ROBO1"	20
"1476"	"ROBO2"	14
"1477"	"ROR1"	3
"1478"	"ROR2"	20
"1479"	"RP11_1000B6_3"	19
"1480"	"RP11_1114A5_4"	12
"1481"	"RP11_12G12_7"	15
"1482"	"RP11_255M2_3"	20
"1483"	"RP11_345P4_9"	19
"1484"	"RP11_356J5_12"	15
"1485"	"RP11_394O4_5"	2
"1486"	"RP11_395G23_3"	2
"1487"	"RP11_615I2_2"	3
"1488"	"RP11_620J15_3"	5
"1489"	"RP11_834C11_4"	1
"1490"	"RPL17"	11
"1491"	"RPL34"	5
"1492"	"RPL35"	5
"1493"	"RPL35A"	5
"1494"	"RPL36"	5
"1495"	"RPL36A"	10
"1496"	"RPL37"	5
"1497"	"RPL37A"	5
"1498"	"RPL38"	5
"1499"	"RPL39"	5
"1500"	"RPL41"	5
"1501"	"RPLP2"	5
"1502"	"RPN2"	7
"1503"	"RPRD1B"	2
"1504"	"RPS10"	5
"1505"	"RPS15"	5
"1506"	"RPS21"	5
"1507"	"RPS26"	5
"1508"	"RPS27"	20
"1509"	"RPS28"	5
"1510"	"RPS29"	20
"1511"	"RQCD1"	12
"1512"	"RRAS"	5
"1513"	"RRAS2"	7
"1514"	"RRBP1"	20
"1515"	"RREB1"	13
"1516"	"RRM2"	7
"1517"	"RSU1"	2
"1518"	"RTN1"	3
"1519"	"RTN3"	1
"1520"	"RTN4"	1
"1521"	"RUFY3"	1
"1522"	"RUNX1"	14
"1523"	"RUNX1T1"	14
"1524"	"RWDD1"	5
"1525"	"S100A10"	15
"1526"	"S100A11"	20
"1527"	"S100A14"	1
"1528"	"S100A16"	7
"1529"	"S100A4"	7
"1530"	"S100A6"	3
"1531"	"S100B"	3
"1532"	"S1PR2"	20
"1533"	"S1PR3"	20
"1534"	"SAP30"	2
"1535"	"SBSPON"	15
"1536"	"SCARF2"	5
"1537"	"SCD"	1
"1538"	"SCG2"	16
"1539"	"SCG3"	2
"1540"	"SCG5"	1
"1541"	"SCN3B"	16
"1542"	"SCN9A"	16
"1543"	"SCPEP1"	20
"1544"	"SCT"	1
"1545"	"SCYL1"	9
"1546"	"SDC1"	20
"1547"	"SDC2"	20
"1548"	"SDPR"	1
"1549"	"SEC11C"	1
"1550"	"SEC61G"	5
"1551"	"SEC62"	5
"1552"	"SEL1L"	9
"1553"	"SELM"	15
"1554"	"SEMA3A"	11
"1555"	"SEMA3B"	7
"1556"	"SEMA3C"	3
"1557"	"SEMA4D"	5
"1558"	"SEMA5A"	5
"1559"	"SEMA6A"	7
"1560"	"SEMA6D"	7
"1561"	"SENP5"	20
"1562"	"SEPP1"	8
"1563"	"SEPT11"	11
"1564"	"SEPT6"	16
"1565"	"SEPW1"	2
"1566"	"SERF2"	5
"1567"	"SERPINA1"	17
"1568"	"SERPINE2"	5
"1569"	"SERPING1"	20
"1570"	"SERPINH1"	20
"1571"	"SERTAD3"	20
"1572"	"SERTAD4"	2
"1573"	"SERTAD4_AS1"	2
"1574"	"SESTD1"	3
"1575"	"SEZ6L2"	1
"1576"	"SF3B1"	7
"1577"	"SFRP1"	7
"1578"	"SFRP2"	7
"1579"	"SGCD"	11
"1580"	"SGCE"	20
"1581"	"SGIP1"	13
"1582"	"SGOL2"	3
"1583"	"SH2D4A"	20
"1584"	"SH3BGRL3"	20
"1585"	"SH3BP5"	5
"1586"	"SH3GLB1"	3
"1587"	"SH3KBP1"	20
"1588"	"SHD"	2
"1589"	"SHISA2"	20
"1590"	"SHISA3"	4
"1591"	"SHKBP1"	5
"1592"	"SHROOM3"	3
"1593"	"SHTN1"	7
"1594"	"SIPA1L1"	7
"1595"	"SIRPA"	20
"1596"	"SKAP2"	15
"1597"	"SKIL"	7
"1598"	"SLC15A3"	1
"1599"	"SLC16A9"	20
"1600"	"SLC22A17"	1
"1601"	"SLC24A3"	15
"1602"	"SLC25A24"	5
"1603"	"SLC25A37"	20
"1604"	"SLC25A4"	2
"1605"	"SLC29A1"	1
"1606"	"SLC2A1"	1
"1607"	"SLC2A3"	2
"1608"	"SLC35A1"	7
"1609"	"SLC35B4"	7
"1610"	"SLC35E3"	1
"1611"	"SLC36A4"	1
"1612"	"SLC37A4"	1
"1613"	"SLC38A1"	3
"1614"	"SLC38A2"	5
"1615"	"SLC39A10"	9
"1616"	"SLC39A13"	13
"1617"	"SLC39A4"	1
"1618"	"SLC39A5"	1
"1619"	"SLC39A7"	20
"1620"	"SLC3A2"	1
"1621"	"SLC40A1"	9
"1622"	"SLC44A1"	1
"1623"	"SLC44A3"	7
"1624"	"SLC7A7"	1
"1625"	"SLC9A3R1"	3
"1626"	"SLC9A3R2"	11
"1627"	"SLIRP"	5
"1628"	"SLIT2"	18
"1629"	"SLITRK6"	11
"1630"	"SLMAP"	15
"1631"	"SMAD1"	5
"1632"	"SMAD9"	3
"1633"	"SMARCA2"	7
"1634"	"SMARCAD1"	7
"1635"	"SMARCD1"	13
"1636"	"SMC2"	1
"1637"	"SMC4"	2
"1638"	"SMC5"	5
"1639"	"SMCO4"	5
"1640"	"SMCR5"	5
"1641"	"SMG1"	7
"1642"	"SMG6"	5
"1643"	"SMIM24"	1
"1644"	"SMIM3"	9
"1645"	"SMN1"	20
"1646"	"SMOC2"	2
"1647"	"SMTN"	15
"1648"	"SMTNL2"	7
"1649"	"SNAI1"	20
"1650"	"SNAI2"	11
"1651"	"SNAP23"	7
"1652"	"SNAP25"	2
"1653"	"SNCA"	7
"1654"	"SNCAIP"	20
"1655"	"SNCG"	17
"1656"	"SNHG18"	20
"1657"	"SNHG9"	5
"1658"	"SNN"	13
"1659"	"SNRK"	7
"1660"	"SNRPG"	5
"1661"	"SNTB1"	7
"1662"	"SNX18"	14
"1663"	"SOCS1"	9
"1664"	"SOCS3"	20
"1665"	"SOCS5"	12
"1666"	"SOGA1"	1
"1667"	"SON"	5
"1668"	"SORBS1"	16
"1669"	"SORBS2"	1
"1670"	"SORD"	14
"1671"	"SOSTDC1"	5
"1672"	"SOX10"	7
"1673"	"SOX11"	12
"1674"	"SOX2"	18
"1675"	"SOX4"	5
"1676"	"SOX9"	3
"1677"	"SPARC"	5
"1678"	"SPARCL1"	2
"1679"	"SPATS2L"	11
"1680"	"SPEG"	2
"1681"	"SPINT1"	1
"1682"	"SPINT2"	17
"1683"	"SPOCK1"	1
"1684"	"SPON1"	1
"1685"	"SPON2"	11
"1686"	"SPRY1"	11
"1687"	"SPRY2"	13
"1688"	"SPSB1"	1
"1689"	"SPTLC2"	12
"1690"	"SQLE"	3
"1691"	"SRD5A3"	9
"1692"	"SRF"	2
"1693"	"SRGAP1"	13
"1694"	"SRGAP2"	12
"1695"	"SRGAP3"	3
"1696"	"SRM"	5
"1697"	"SRSF11"	7
"1698"	"SRSF5"	9
"1699"	"SRSF6"	14
"1700"	"SRSF8"	7
"1701"	"SS18L2"	9
"1702"	"SSTR2"	18
"1703"	"ST5"	5
"1704"	"STARD10"	1
"1705"	"STARD4_AS1"	9
"1706"	"STAT3"	5
"1707"	"STK26"	1
"1708"	"STK33"	1
"1709"	"STK38L"	2
"1710"	"STMN2"	15
"1711"	"STMN3"	16
"1712"	"STMN4"	3
"1713"	"STOM"	20
"1714"	"STXBP6"	1
"1715"	"SULF1"	1
"1716"	"SULF2"	3
"1717"	"SULT1C4"	5
"1718"	"SULT1E1"	8
"1719"	"SURF4"	9
"1720"	"SVBP"	5
"1721"	"SVEP1"	11
"1722"	"SVIL"	6
"1723"	"SYDE1"	5
"1724"	"SYK"	20
"1725"	"SYNC"	2
"1726"	"SYNE1"	3
"1727"	"SYNE2"	7
"1728"	"SYNGR2"	3
"1729"	"SYNJ2"	3
"1730"	"SYNM"	2
"1731"	"SYNPO2"	2
"1732"	"SYT1"	3
"1733"	"TAC3"	1
"1734"	"TACC1"	2
"1735"	"TACC2"	3
"1736"	"TAF1B"	9
"1737"	"TAF7"	7
"1738"	"TAGLN"	15
"1739"	"TAGLN3"	15
"1740"	"TBX3"	1
"1741"	"TCEAL3"	2
"1742"	"TCEAL8"	20
"1743"	"TCEB2"	5
"1744"	"TCF12"	7
"1745"	"TCF20"	7
"1746"	"TCF21"	11
"1747"	"TCF4"	20
"1748"	"TCF7"	7
"1749"	"TEAD2"	19
"1750"	"TEAD3"	5
"1751"	"TENM3"	7
"1752"	"TES"	18
"1753"	"TFPI"	11
"1754"	"TFPI2"	12
"1755"	"TGFBI"	5
"1756"	"TGFBR2"	7
"1757"	"TGFBR3"	10
"1758"	"TGM2"	16
"1759"	"THSD4"	11
"1760"	"THUMPD1"	7
"1761"	"THUMPD3_AS1"	1
"1762"	"THY1"	14
"1763"	"TINAGL1"	2
"1764"	"TJP2"	1
"1765"	"TK1"	3
"1766"	"TKT"	18
"1767"	"TLE1"	14
"1768"	"TLE4"	5
"1769"	"TLN1"	2
"1770"	"TLN2"	7
"1771"	"TLX2"	16
"1772"	"TM2D2"	7
"1773"	"TM4SF1"	12
"1774"	"TM4SF4"	1
"1775"	"TM7SF2"	1
"1776"	"TM7SF3"	1
"1777"	"TMA7"	5
"1778"	"TMCC1"	2
"1779"	"TMCC3"	7
"1780"	"TMEFF2"	16
"1781"	"TMEM119"	11
"1782"	"TMEM141"	1
"1783"	"TMEM173"	20
"1784"	"TMEM176A"	20
"1785"	"TMEM176B"	5
"1786"	"TMEM242"	12
"1787"	"TMEM246"	3
"1788"	"TMEM258"	5
"1789"	"TMEM261"	13
"1790"	"TMEM263"	20
"1791"	"TMEM37"	13
"1792"	"TMEM45A"	2
"1793"	"TMEM45B"	1
"1794"	"TMEM47"	3
"1795"	"TMEM60"	13
"1796"	"TMEM88"	7
"1797"	"TMEM9"	20
"1798"	"TMEM98"	20
"1799"	"TMOD3"	20
"1800"	"TMSB10"	10
"1801"	"TMSB15A"	5
"1802"	"TMSB4X"	5
"1803"	"TNFAIP8"	7
"1804"	"TNFRSF19"	16
"1805"	"TNIK"	2
"1806"	"TNMD"	2
"1807"	"TNNI1"	2
"1808"	"TNNT1"	17
"1809"	"TNS2"	11
"1810"	"TNS3"	18
"1811"	"TOMM40"	12
"1812"	"TOMM5"	5
"1813"	"TOMM7"	5
"1814"	"TOP2A"	2
"1815"	"TPBG"	5
"1816"	"TPD52"	1
"1817"	"TPD52L1"	1
"1818"	"TPM1"	15
"1819"	"TPM2"	15
"1820"	"TPPP3"	2
"1821"	"TPX2"	3
"1822"	"TRAPPC1"	2
"1823"	"TRIB1"	9
"1824"	"TRIM47"	19
"1825"	"TRIM5"	12
"1826"	"TRIM69"	2
"1827"	"TRIP13"	1
"1828"	"TRIQK"	9
"1829"	"TSC22D1"	20
"1830"	"TSC22D3"	5
"1831"	"TSEN54"	7
"1832"	"TSHZ1"	1
"1833"	"TSHZ2"	20
"1834"	"TSHZ3"	5
"1835"	"TSKU"	20
"1836"	"TSPAN12"	5
"1837"	"TSPAN13"	1
"1838"	"TSPAN2"	3
"1839"	"TSPAN31"	12
"1840"	"TSPAN4"	7
"1841"	"TSPAN5"	7
"1842"	"TSPAN7"	1
"1843"	"TSPAN8"	3
"1844"	"TSPO"	2
"1845"	"TSTD1"	1
"1846"	"TTC9B"	1
"1847"	"TTLL7"	2
"1848"	"TTR"	3
"1849"	"TTYH1"	1
"1850"	"TUB"	15
"1851"	"TUBA1A"	16
"1852"	"TUBA1B"	2
"1853"	"TUBA1C"	2
"1854"	"TUBB"	1
"1855"	"TUBB2A"	2
"1856"	"TUBB2B"	15
"1857"	"TUBB4B"	16
"1858"	"TUBB6"	2
"1859"	"TUBG2"	20
"1860"	"TUG1"	14
"1861"	"TULP4"	18
"1862"	"TWIST2"	20
"1863"	"TWSG1"	14
"1864"	"TXNDC15"	7
"1865"	"TXNDC17"	2
"1866"	"TXNIP"	20
"1867"	"TYMS"	7
"1868"	"TYRO3"	9
"1869"	"U2AF1"	7
"1870"	"UAP1"	7
"1871"	"UBALD1"	2
"1872"	"UBE2C"	2
"1873"	"UBE2D1"	5
"1874"	"UBE2H"	18
"1875"	"UBE2S"	15
"1876"	"UBL5"	5
"1877"	"UBL7"	7
"1878"	"UBQLN2"	12
"1879"	"UCHL1"	3
"1880"	"UFL1"	9
"1881"	"UFM1"	3
"1882"	"UMPS"	7
"1883"	"UNC5B"	5
"1884"	"UNC5D"	5
"1885"	"UNG"	5
"1886"	"UQCR11"	10
"1887"	"UQCRHL"	20
"1888"	"UQCRQ"	5
"1889"	"URAD"	7
"1890"	"UROD"	3
"1891"	"USMG5"	10
"1892"	"USP48"	3
"1893"	"USP53"	7
"1894"	"UTRN"	1
"1895"	"UXS1"	5
"1896"	"VAMP8"	1
"1897"	"VASN"	9
"1898"	"VASP"	2
"1899"	"VAT1L"	1
"1900"	"VCAN"	11
"1901"	"VCL"	15
"1902"	"VDAC1"	7
"1903"	"VEGFA"	20
"1904"	"VEGFC"	13
"1905"	"VIMP"	7
"1906"	"VIPR2"	14
"1907"	"VKORC1"	12
"1908"	"VPS36"	5
"1909"	"VSTM4"	20
"1910"	"VTN"	1
"1911"	"VWA1"	12
"1912"	"WBP4"	18
"1913"	"WBP5"	5
"1914"	"WDR1"	2
"1915"	"WDR43"	7
"1916"	"WDR55"	5
"1917"	"WDR70"	7
"1918"	"WEE1"	18
"1919"	"WFDC1"	15
"1920"	"WIF1"	15
"1921"	"WNK3"	12
"1922"	"WNT2B"	1
"1923"	"WNT5A"	20
"1924"	"WT1"	1
"1925"	"WTAP"	20
"1926"	"WWC3"	12
"1927"	"WWTR1"	5
"1928"	"XBP1"	9
"1929"	"XPR1"	1
"1930"	"XRCC1"	12
"1931"	"YIF1B"	7
"1932"	"YWHAH"	2
"1933"	"ZADH2"	1
"1934"	"ZBTB1"	12
"1935"	"ZBTB38"	7
"1936"	"ZC3H8"	12
"1937"	"ZCCHC11"	7
"1938"	"ZDHHC12"	1
"1939"	"ZDHHC13"	7
"1940"	"ZEB2"	11
"1941"	"ZFHX4"	7
"1942"	"ZFP36"	3
"1943"	"ZFP36L2"	11
"1944"	"ZNF106"	9
